Date,hd1,hd2,hd3,hd4,hd5,hd6,hd7,hd8,hd9,hd10,average,Label2,Label3
2014-07-23,Brazilian Corn Farmers Petition Government for Price Assistance,Conab's Storage Facilities fall into Disrepair in Mato Grosso do Sul,Rains in Central Brazil helps Replenish Soil Moisture,Heavy Rains Surprise Farmers in Mato Grosso and Central Brazil,"Corn Prices make small Rebound in Mato Grosso, Brazil",Corn Prices make small Rebound in Mato Grosso Brazil,Rain in Mato Grosso Complicates Soybean Eradication Efforts,Brazilian Government will Attempt to Limit Safrinha Soy Production,Monsanto wants to Increase Corn Refuse areas in Brazil,,"3,63",0,-1
2014-07-26,Brazil's Sugarcane Harvest may end a Month Earlier than Normal,Brazilian Government will Attempt to Limit Safrinha Soy Production,Brazilian Corn Farmers Petition Government for Price Assistance,Brazil's 2014/15 Wheat Crop may not Meet Expectations,Rains in Central Brazil helps Replenish Soil Moisture,Heavy Rains Surprise Farmers in Mato Grosso and Central Brazil,,,,,"3,6",0,0
2014-07-29,Rains in Central Brazil helps Replenish Soil Moisture,Brazil's 2014/15 Wheat Crop may not Meet Expectations,Brazil's Sugarcane Harvest may end a Month Earlier than Normal,Heavy Rains Surprise Farmers in Mato Grosso and Central Brazil,,,,,,,"3,58",0,0
2014-08,Farmers in Mato Grosso Slow Sellers of old Corn and New Soybeans,Farmers in Parana Brazil Opt for More Soybean Production,Brazil Set to Increase % Ethanol in Gasoline and Veg Oil in Biodiesel,Brazilian Farmers Plant Early Maturing Soybeans to Reduce Costs,Cost of Production Estimates for 2013/14 Growing Season in Brazil,SDS and Cloudy Weather Potential Impact on Soybean Production,Farmers in Northern Parana switching Full-season Corn to Soybeans,Pasture Conversions Source of New Soy Acreage in Central Brazil,Sugarcane Production Estimates in Brazil Continue to Move Lower,Brazilian Sugar Mills Generate Revenue by Selling Excess Electricity,"11,56",0,-1
2014-08,Farmers in Mato Grosso Slow Sellers of old Corn and New Soybeans,Farmers in Parana Brazil Opt for More Soybean Production,Brazil Set to Increase % Ethanol in Gasoline and Veg Oil in Biodiesel,Safrinha Corn Harvest Completed in Mato Grosso,Brazilian Farmers Plant Early Maturing Soybeans to Reduce Costs,Cost of Production Estimates for 2013/14 Growing Season in Brazil,SDS and Cloudy Weather Potential Impact on Soybean Production,Farmers in Northern Parana switching Full-season Corn to Soybeans,Sugarcane Production Estimates in Brazil Continue to Move Lower,Second Pepro Corn Auction in Brazil Scheduled for August 28th,"3,63",0,-1
2014-08-04,90-day Soybean Free Period helps to Control Spread of Rust in Brazil,Pepro Corn Program in Brazil set to Start by mid-August,Announcement of Pepro Program Raises Corn Prices in Mato Grosso,"Trip Report-Illinois, Missouri, S. Iowa, NE Kansas and SE Nebraska",Trip Report-Illinois Missouri S. Iowa NE Kansas and SE Nebraska,Russia's Ban on U.S. Meat Exports opens Door for Brazilian Exports,Fire in Cosan's Sugar Warehouse at Santos Causes Minor Disruption,,,,"3,58",1,0
2014-08-07,Russia's Ban on U.S. Meat Exports opens Door for Brazilian Exports,90-day Soybean Free Period helps to Control Spread of Rust in Brazil,Mato Grosso to have Largest Soy Acre Increase in Brazil in 2014/15,Safrinha Corn Estimate in Parana Continues to Increase,Announcement of Pepro Program Raises Corn Prices in Mato Grosso,Conab Increases Corn and Decreases Soybeans in August Report,,,,,"3,57",1,1
2014-08-10,Ag Chemical Sales up only 6% in Brazil in 2014 Insecticides Led Way,Safrinha Corn Estimate in Parana Continues to Increase,Conab Increases Corn and Decreases Soybeans in August Report,"Brazil Farmers Recycle 94% of Chemical Containers, Goal is 100%",Brazil Farmers Recycle 94% of Chemical Containers Goal is 100%,Lack of Infrastructure Limits Agricultural Expansion in Brazil,Mato Grosso to have Largest Soy Acre Increase in Brazil in 2014/15,,,,"3,6",1,0
2014-08-13,Ag Chemical Sales up only 6% in Brazil in 2014 Insecticides Led Way,Sugarcane Production in Sao Paulo may Decline 13%,Fate of Safrinha Soybean Production to be Decided in Mato Grosso,Lack of Infrastructure Limits Agricultural Expansion in Brazil,Brazil Farmers Recycle 94% of Chemical Containers Goal is 100%,Brazil Reinstates 10% Tariff on non-Mercosul Wheat Imports,Minimum Price for Corn to be Increased in Brazil,"Brazil Farmers Recycle 94% of Chemical Containers, Goal is 100%",Mato Grosso to have Largest Soy Acre Increase in Brazil in 2014/15,,"3,62",0,0
2014-08-16,Wheat Prices in Brazil fall to Below Minimum set by the Government,Soy Exports from Brazil increase 6 mt First Seven Months of 2014,Sugarcane Production in Sao Paulo may Decline 13%,Reaction to the 2014 U.S. August Crop Report,Forward Sales of Soybeans in Mato Grosso far behind Last Year,Reaction to WASDE's 2014/15 South American Crop Estimates,Brazil Reinstates 10% Tariff on non-Mercosul Wheat Imports,Fate of Safrinha Soybean Production to be Decided in Mato Grosso,Minimum Price for Corn to be Increased in Brazil,,"3,62",0,0
2014-08-22,Brazilian Sugar Mills Generate Revenue by Selling Excess Electricity,Wheat Prices in Brazil fall to Below Minimum set by the Government,Second Pepro Corn Auction in Brazil Scheduled for August 28th,Sugarcane Production Estimates in Brazil Continue to Move Lower,Pasture Conversions Source of New Soy Acreage in Central Brazil,,,,,,"3,62",0,-1
2014-08-25,Farmers in Northern Parana switching Full-season Corn to Soybeans,Brazilian Sugar Mills Generate Revenue by Selling Excess Electricity,Second Pepro Corn Auction in Brazil Scheduled for August 28th,Pasture Conversions Source of New Soy Acreage in Central Brazil,Sugarcane Production Estimates in Brazil Continue to Move Lower,,,,,,"3,61",0,-1
2014-08-28,Sugarcane Production Estimates in Brazil Continue to Move Lower,SDS and Cloudy Weather Potential Impact on Soybean Production,Brazilian Farmers Plant Early Maturing Soybeans to Reduce Costs,Farmers in Northern Parana switching Full-season Corn to Soybeans,Cost of Production Estimates for 2013/14 Growing Season in Brazil,Pasture Conversions Source of New Soy Acreage in Central Brazil,,,,,"3,61",0,-1
2014-08-31,SDS and Cloudy Weather Potential Impact on Soybean Production,Safrinha Corn Harvest Completed in Mato Grosso,Cost of Production Estimates for 2013/14 Growing Season in Brazil,Port of Paranagua Officials Expecting Good 2014/15 Export Season,Brazilian Farmers Plant Early Maturing Soybeans to Reduce Costs,,,,,,"3,55",0,-1
2014-09,Some Brazilian Soybean Producers may lose Money in 2014/15,Wet Weather Increases Concerns for Wheat in Southern Brazil,Full-Season Cotton in Brazil moved to Safrinha Replaced by Soy,Brazil's Poultry Exports Increased by Larger Volumes to Russia,Brazilian Wheat Producers are Pessimistic about Price and Quality,Lack of Uniformity in Maturing Soy Worries Brazilian Processors,Wet Weather Increases Disease Pressure in Brazilian Wheat,Low Prices Convince Brazilians to Hold Onto Their Corn,2014/15 Soybean Planting off to a Fast Start in Brazil,Live Rust Spores Found on Volunteer Soybeans in Mato Grosso,"10,69",0,-1
2014-09,Wet Weather Increases Concerns for Wheat in Southern Brazil,Brazil's Poultry Exports Increased by Larger Volumes to Russia,Lack of Grain Storage Chronic Problem in Brazil,Brazilian Wheat Producers are Pessimistic about Price and Quality,Wet Weather Increases Disease Pressure in Brazilian Wheat,Low Prices Convince Brazilians to Hold Onto Their Corn,Ground Breaking for First Corn-Based Ethanol Plant in Brazil,Hurdles Are High for Corn-Based Ethanol Production in Brazil,Taxes on Wheat Reduced in Rio Grande do Sul to Stimulate Sales,Brazil Gov. Subsidizing Price of Corn Cotton Wheat Oranges,"3,58",0,-1
2014-09-12,Copersucar Opens New Ethanol Terminal in Sao Paulo,Corn and Wheat Prices Subsidized by Brazilian Government,2014/15 Soy Margins in Southern Brazil much better than Corn,Soybean Planting to Start Next Monday (September 15th) in Brazil,Weaker Currency will help Brazilian Farmers Weather Low Prices,,,,,,"3,41",0,-1
2014-09-24,Low Prices Convince Brazilians to Hold Onto Their Corn,President Dilma's Infrastructure Vision Remains Unfinished,East West Railroad in Central Brazil soon to overcome Major Hurdle,Live Rust Spores Found on Volunteer Soybeans in Mato Grosso,Hurdles Are High for Corn-Based Ethanol Production in Brazil,Fires are Latest Woe for Sugarcane Producers in Sao Paulo,Ground Breaking for First Corn-Based Ethanol Plant in Brazil,2014/15 Soybean Planting off to a Fast Start in Brazil,,,"3,25",1,0
2014-09-27,Brazilian Wheat Producers are Pessimistic about Price and Quality,Low Prices Convince Brazilians to Hold Onto Their Corn,Lack of Uniformity in Maturing Soy Worries Brazilian Processors,Lack of Grain Storage Chronic Problem in Brazil,2014/15 Soybean Planting off to a Fast Start in Brazil,Wet Weather Increases Disease Pressure in Brazilian Wheat,New Biofuel Mandates take Effect in Brazil,President Dilma's Infrastructure Vision Remains Unfinished,,,"3,23",1,1
2014-09-30,New Biofuel Mandates take Effect in Brazil,Lack of Grain Storage Chronic Problem in Brazil,Low Prices Convince Brazilians to Hold Onto Their Corn,President Dilma's Infrastructure Vision Remains Unfinished,Brazilian Wheat Producers are Pessimistic about Price and Quality,Lack of Uniformity in Maturing Soy Worries Brazilian Processors,Brazil's Poultry Exports Increased by Larger Volumes to Russia,Wet Weather Increases Disease Pressure in Brazilian Wheat,,,"3,24",1,1
2014-10,Delayed Soy Planting to Result in Less Corn Acreage in Mato Grosso,Slow Forward Selling of Soy in Brazil Old Crop Corn Sales Increase,Sorghum Silage offers Alternative to Corn in Southern Brazil,Corn Earworm Already Detected from North to South in Brazil,Argentine Soybean and Corn Acreage is Point of Disagreement,Corn-Based Ethanol on the Increase in the Center-West of Brazil,Silo Bags Fill Void of Inadequate Grain Storage in Brazil,Imports Account for 75% of Fertilizer Sales in Brazil,,,"3,32",0,-1
2014-10,Delayed Soy Planting to Result in Less Corn Acreage in Mato Grosso,Slow Forward Selling of Soy in Brazil Old Crop Corn Sales Increase,Brazilian Farmers Planting Soybeans at Half the Average Pace,Brazil's Soybeans being Planting at Half the Normal Pace,Argentine Soybean and Corn Acreage is Point of Disagreement,Extension of Soybean-Free Period in Mato Grosso Meets Resistance,Corn-Based Ethanol on the Increase in the Center-West of Brazil,Soy Planting in Mato Grosso Slowed due to Hot and Dry Conditions,Soybean Planting in Northern Parana halted by Dry Conditions,Imports Account for 75% of Fertilizer Sales in Brazil,"9,45",0,-1
2014-10-03,Some Brazilian Soybean Producers may lose Money in 2014/15,Brazilian Wheat Producers are Pessimistic about Price and Quality,Lack of Grain Storage Chronic Problem in Brazil,"Full-Season Cotton in Brazil moved to Safrinha, Replaced by Soy",Brazil's Poultry Exports Increased by Larger Volumes to Russia,Wet Weather Increases Concerns for Wheat in Southern Brazil,Full-Season Cotton in Brazil moved to Safrinha Replaced by Soy,,,,"3,37",1,1
2014-10-06,Conab Releases First Estimate of 2014/15 Brazilian Crop,Brazil's Poultry Exports Increased by Larger Volumes to Russia,"Full-Season Cotton in Brazil moved to Safrinha, Replaced by Soy",Some Brazilian Soybean Producers may lose Money in 2014/15,Full-Season Cotton in Brazil moved to Safrinha Replaced by Soy,Wet Weather Increases Concerns for Wheat in Southern Brazil,,,,,"3,39",1,1
2014-10-09,Some Brazilian Soybean Producers may lose Money in 2014/15,Brazil Wheat Crop may not be as Good as Conab is Estimating,Russia Accounts for 40% of Brazil's Pork Exports in September,Conab Releases First Estimate of 2014/15 Brazilian Crop,Rhetoric between Government and Farmers Heating Up in Argentina,Brazilian Government will conduct Eight Pepro Auctions in October,,,,,"3,46",1,1
2014-10-12,Soybean Planting in Northern Parana halted by Dry Conditions,Brazil Wheat Crop may not be as Good as Conab is Estimating,Imports Account for 75% of Fertilizer Sales in Brazil,Russia Accounts for 40% of Brazil's Pork Exports in September,Brazilian Government will conduct Eight Pepro Auctions in October,Soy Planting in Mato Grosso Slowed due to Hot and Dry Conditions,Rhetoric between Government and Farmers Heating Up in Argentina,Soybean Planting in Parana Ahead of Average but Slowing,,,"3,5",1,0
2014-10-18,Hot and Dry Weather Impacting Sugarcane in Southern Brazil,Hot and Dry Weather Slows Planting Progress in Brazil,Light Rains Bring Encouragement to Brazilian Farmers,Corn-Based Ethanol on the Increase in the Center-West of Brazil,Southeastern Brazil Running Low on Water and Electricity,Port of Paranagua Increasing Capacity for Importing Fertilizers,Silo Bags Fill Void of Inadequate Grain Storage in Brazil,,,,"3,54",1,1
2014-10-21,Hot and Dry Weather Impacting Sugarcane in Southern Brazil,Hot and Dry Weather Slows Planting Progress in Brazil,Port of Paranagua Increasing Capacity for Importing Fertilizers,Light Rains Bring Encouragement to Brazilian Farmers,Corn-Based Ethanol on the Increase in the Center-West of Brazil,Southeastern Brazil Running Low on Water and Electricity,Extension of Soybean-Free Period in Mato Grosso Meets Resistance,,,,"3,57",1,1
2014-10-24,Argentine Soybean and Corn Acreage is Point of Disagreement,Brazilian Wheat Harvest Expected to be Disappointing,Extension of Soybean-Free Period in Mato Grosso Meets Resistance,Higher Ethanol Blend in Brazil (27.5%) Passes Preliminary Tests,Brazil's Soybeans being Planting at Half the Normal Pace,Brazil's Hydroelectric Reservoirs at Dangerous Low Water Levels,Brazilians Reelect President Rousseff for Second Term,,,,"3,66",1,1
2014-10-27,Northeastern Brazil Receives First Rainfall of the Season,Brazil's Hydroelectric Reservoirs at Dangerous Low Water Levels,Brazilians Reelect President Rousseff for Second Term,Corn Earworm Already Detected from North to South in Brazil,Argentine Soybean and Corn Acreage is Point of Disagreement,Brazilian Wheat Harvest Expected to be Disappointing,Extension of Soybean-Free Period in Mato Grosso Meets Resistance,Higher Ethanol Blend in Brazil (27.5%) Passes Preliminary Tests,Brazil's Soybeans being Planting at Half the Normal Pace,,"3,71",0,0
2014-10-30,"Slow Forward Selling of Soy in Brazil, Old Crop Corn Sales Increase","Brazil\'s ""Northern Arc"" of Ports take on Bigger Roll",Higher Ethanol Blend in Brazil (27.5%) Passes Preliminary Tests,Corn Earworm Already Detected from North to South in Brazil,Slow Forward Selling of Soy in Brazil Old Crop Corn Sales Increase,"Brazil's ""Northern Arc"" of Ports take on Bigger Roll",Brazilian Wheat Harvest Expected to be Disappointing,Northeastern Brazil Receives First Rainfall of the Season,Brazilian Farmers Planting Soybeans at Half the Average Pace,Sorghum Silage offers Alternative to Corn in Southern Brazil,"3,72",1,0
2014-11,Argentine Farmers may be Denied Credit due to Lack of Soy Sales,Agricultural Equipment Sales in Brazil down 16%,Farmers in Parana Wrapping up Corn and Soybean Planting,Mato Grosso do Sul has Storage for only 60% of its Grain Production,Low Prices and high Costs Lowers Enthusiasm for Safrinha Corn,Argentine Farmers continue to be Slow Sellers of their Grain,Soy Forward Sales Increasing in Mato Grosso still Lag Last Year,Only 13.6% of Brazil's Grain Storage Capacity is Located On-Farm,Brazilian Gov. Promoting more Corn-Based Ethanol Production,Brazil's Safrinha Corn Acreage to Decline due to Delayed Planting,"3,61",1,1
2014-11,Argentine Farmers may be Denied Credit due to Lack of Soy Sales,Agricultural Equipment Sales in Brazil down 16%,Farmers in Parana Wrapping up Corn and Soybean Planting,Mato Grosso do Sul has Storage for only 60% of its Grain Production,Restrictions on Safrinha Soy may be modified for Seed Producers,Low Prices and high Costs Lowers Enthusiasm for Safrinha Corn,Soybean Moratorium in Amazon Region Extended until May of 2016,Soybeans Gain Acreage from Sugarcane in Sao Paulo Brazil,Argentine Farmers continue to be Slow Sellers of their Grain,Most Soy Planting in Parana Should be Completed within a Week,"9,91",1,1
